2019-11-25,7056.29,7381.46,6561.6,7224.46
2019-11-26,7224.28,7344.1,7044.7,7158.25
2019-11-27,7158.25,7676.96,6877.2,7553.51
2019-11-28,7555.17,7661.6,7397.3,7403.75
2019-11-29,7409.11,7865.56,7390.13,7751.55
2019-11-30,7753.52,7817.61,7487.7,7567.19
2019-12-01,7567.21,7583.84,7262.64,7404.17
2019-12-02,7404.15,7464.66,7194.44,7350.45
2019-12-03,7350.6,7418.23,7261.09,7329.16
2019-12-04,7330.14,7757.98,7113.67,7225.78
2019-12-05,7226.27,7488.87,7176.53,7413.96
2019-12-06,7414.15,7601.2,7332.85,7537.64
2019-12-07,7536.85,7622.23,7503.38,7547.91
2019-12-08,7548.58,7592.33,7415.46,7573.33
2019-12-09,7573.03,7661.31,7306.74,7349.5
2019-12-10,7349.47,7395.22,7184.23,7252.82
2019-12-11,7254.76,7284.7,7171.02,7213.93
2019-12-12,7216.06,7301.13,7108.74,7203.83
2019-12-13,7204.54,7305.37,7198.36,7250.99
2019-12-14,7251.42,7283.58,7033.63,7104.33
2019-12-15,7104.31,7185.62,7030.7,7137.45
2019-12-16,7137.11,7171.09,6870.63,6907.15
2019-12-17,6906.22,6947.27,6596.57,6605.21
2019-12-18,6602.64,7367.05,6451.5,7367.05
2019-12-19,7405.42,7437.66,7057.85,7164.23
2019-12-20,7162.72,7233.9,7094.54,7211.61
2019-12-21,7209.95,7213.06,7136.49,7167.17
2019-12-22,7167.25,7467.14,7143.26,7416.47
2019-12-23,7416.44,7694.44,7277.21,7301.59
2019-12-24,7299.85,7427.74,7175.58,7252.81
2019-12-25,7252.22,7280.05,7132.3,7227.48
2019-12-26,7223.59,7439.62,7168.87,7209.49
2019-12-27,7208.42,7267.46,7087.77,7249.33
2019-12-28,7249.92,7367.72,7239.5,7326.37
2019-12-29,7325.35,7539.04,7295.5,7410.48
2019-12-30,7411.01,7431.7,7224.87,7272.75
2019-12-31,7273.15,7323.56,7141.98,7189.43
2020-01-01,7187.75,7267.08,7171.82,7211.21
2020-01-02,7203.58,7223.02,6946.18,6979.07
2020-01-03,6979.05,7405.41,6882.62,7307.53
2020-01-04,7307.18,7401.68,7280.41,7353.26
2020-01-05,7354.24,7500.83,7332.62,7355.25
2020-01-06,7355.62,7754.75,7336.35,7727.39
2020-01-07,7722.68,8190.89,7722.68,8041.89
2020-01-08,8042.88,8457.01,7877.96,8068.51
2020-01-09,8068.6,8109.66,7758.39,7810.08
2020-01-10,7811.42,8135.78,7687.55,8089.62
2020-01-11,8090.56,8285.98,8013.96,8076.12
2020-01-12,8075.96,8183.69,7972.39,8155.78
2020-01-13,8157.01,8198.97,8057.58,8122.41
2020-01-14,8121.36,8836.94,8104.42,8746.92
2020-01-15,8738.07,8889.37,8561.03,8846.82
2020-01-16,8845.06,8857.83,8587.4,8714.37
2020-01-17,8714.08,9003.43,8665.99,8924.98
2020-01-18,8923.42,8973.95,8807.88,8941.74
2020-01-19,8941.86,9176.7,8510.61,8636.45
2020-01-20,8636.3,8737.31,8525,8653.09
2020-01-21,8644.38,8767.61,8480.43,8714.72
2020-01-22,8713.23,8791.54,8585.37,8647.09
2020-01-23,8647.1,8678.87,8292.12,8402.73
2020-01-24,8404.32,8515.44,8226,8455.93
2020-01-25,8456.61,8462.65,8263.42,8349.44
2020-01-26,8348.03,8603.81,8303.15,8564.38
2020-01-27,8565.12,8987.48,8563.12,8896.41
2020-01-28,8898.06,9181.73,8881.61,9142.73
2020-01-29,9143.95,9429.13,9117.96,9329.68
2020-01-30,9329.72,9559.04,9193.82,9554.64
2020-01-31,9557.75,9559.58,9211.87,9397.12
2020-02-01,9398.1,9455.61,9296.87,9372.78
2020-02-02,9372.66,9469.59,9171.78,9392.97
2020-02-03,9391.22,9602.18,9234.61,9273.94
2020-02-04,9273.29,9346.98,9089.96,9180.92
2020-02-05,9180.71,9745.63,9156.8,9622.73
2020-02-06,9622.81,9852.31,9534.37,9677.88
2020-02-07,9676.87,9863.62,9657.23,9792.8
2020-02-08,9792.65,9935.87,9665.42,9914.39
2020-02-09,9913.46,10161.31,9882.13,10113.05
2020-02-10,10112.27,10185.09,9762.66,9839.53
2020-02-11,9841.06,10365.64,9716.75,10229.9
2020-02-12,10229.2,10470.1,10215.39,10353.92
2020-02-13,10353.26,10499.54,10091.46,10214.64
2020-02-14,10213.8,10387.37,10105.65,10364.16
2020-02-15,10363.47,10387.79,9797.13,9924.81
2020-02-16,9924.8,10041.16,9640.84,9872.16
2020-02-17,9875.03,9993.59,9485.68,9636.3
2020-02-18,9634.52,10270.79,9620.75,10181.53
2020-02-19,10180.67,10296.28,9355.55,9691.02
2020-02-20,9690.09,9694.5,9410.69,9628.55
2020-02-21,9628.61,9765.34,9582.36,9677.7
2020-02-22,9676.69,9726.73,9578.48,9686.48
2020-02-23,9683.12,10010.19,9669.93,9925.76
2020-02-24,9930.66,10018.69,9497.04,9650.26
2020-02-25,9649.06,9680.98,9263.9,9388.37
2020-02-26,9390.18,9390.43,8658.66,8798.22
2020-02-27,8795.68,8977.62,8542.53,8805.91
2020-02-28,8797.66,8907.9,8455.92,8796.17
2020-02-29,8802.25,8818.59,8608.11,8655.5
2020-03-01,8655.77,8775.71,8445.67,8565.58
2020-03-02,8568.82,8980.82,8523.16,8941.39
2020-03-03,8936.53,8939.89,8680.59,8792.87
2020-03-04,8791.22,8862.82,8695.82,8765.47
2020-03-05,8766.56,9178.43,8761.22,9082.8
2020-03-06,9082.49,9183.12,9015.72,9125.93
2020-03-07,9126.1,9216.51,8882.64,8945.86
2020-03-08,8945.78,8947.83,8191.88,8194.35
2020-03-09,8191.99,8264.82,7665.32,7894.55
2020-03-10,7891.96,8164.18,7761.11,7972.45
2020-03-11,7971.21,7996.26,7618.7,7983.29
2020-03-12,7976.18,7989.08,5587.25,5804.22
2020-03-13,5808.99,5982.35,3953.37,5664.34
2020-03-14,5663.01,5762,5204.51,5292.41
2020-03-15,5286.12,5951.2,5073.58,5362.88
2020-03-16,5359.53,5448.2,4459.22,4945.02
2020-03-17,4947.51,5561.43,4927.98,5464
2020-03-18,5460.8,5463.67,5033.38,5364.51
2020-03-19,5365.51,6415.91,5268.33,6300.94
2020-03-20,6303.2,6921.28,5703.98,6192.29
2020-03-21,6171.54,6459.65,5894.61,6175.12
2020-03-22,6175.12,6410.9,5812.01,5884.5
2020-03-23,5884.5,6614.56,5703.64,6469.2
2020-03-24,6469.2,6837.2,6408.98,6786.43
2020-03-25,6786.04,6978.39,6483.69,6676.03
2020-03-26,6699.66,6792.73,6543.99,6726.52
2020-03-27,6723.31,6871.65,6596.34,6685.97
2020-03-28,6684.98,6684.98,6061.28,6229.96
2020-03-29,6229.08,6286.87,5883.82,5914.65
2020-03-30,5912.8,6578.29,5874.97,6545.53
2020-03-31,6547.7,6614.08,6354.48,6458.95
2020-04-01,6458.39,6468.38,6171.55,6376.67
2020-04-02,6376.75,7234.86,6375.42,6844.73
2020-04-03,6841.24,7043.56,6622.82,6738.37
2020-04-04,6739.64,6993.65,6681.78,6878.93
2020-04-05,6881.11,6909.72,6692.04,6768.56
2020-04-06,6768.65,7318.78,6768.65,7299.91
2020-04-07,7300.54,7460.26,7085.64,7185.13
2020-04-08,7179.96,7423.58,7141.61,7334.54
2020-04-09,7335.15,7395.43,7129.89,7317.62
2020-04-10,7319.58,7322.25,6764.19,6906.14
2020-04-11,6905.45,6955.1,6786.12,6874.99
2020-04-12,6876.99,7199.78,6802.88,7131.02
2020-04-13,7131.09,7150.12,6614.68,6843.65
2020-04-14,6845.05,6985.52,6777.86,6861.58
2020-04-15,6863.38,6937.04,6697.41,6743.5
2020-04-16,6743.32,7127.56,6493.53,7081.18
2020-04-17,7081.09,7203.68,7006.2,7052.61
2020-04-18,7052.53,7274.71,7034.38,7230.87
2020-04-19,7230.93,7301.82,7072.6,7205.19
2020-04-20,7201.81,7222.48,6772.31,6861.8
2020-04-21,6860.42,6947.49,6781.25,6902.73
2020-04-22,6903.1,7164.36,6831.66,7102.66
2020-04-23,7102.77,7726.49,7041.81,7602.88
2020-04-24,7600.1,7606.41,7414.86,7515.94
2020-04-25,7512.97,7704.84,7448.13,7532.02
2020-04-26,7532.02,7705.21,7506.62,7633.16
2020-04-27,7634.78,7789.4,7590.36,7739.75
2020-04-28,7737.57,7790.82,7673.01,7739.38
2020-04-29,7737.76,8945.91,7730.76,8868.36
2020-04-30,8867.43,9457.54,8420.88,8766.97
2020-05-01,8764.21,9062.29,8601.95,8847.22
2020-05-02,8849.01,9012.25,8777.69,8938.49
2020-05-03,8936.93,9197.17,8739.56,8862.19
2020-05-04,8860.19,8962.39,8539.04,8952.17
2020-05-05,8952.3,9116.41,8785.25,8972.98
2020-05-06,8972.68,9391.01,8924.47,9293.71
2020-05-07,9293.51,9961.47,9059.18,9883.19
2020-05-08,9882.01,10061.09,9735.91,10011.07
2020-05-09,10012.92,10015.45,9528.95,9607.33
2020-05-10,9607.63,9673.92,8258.16,8726.03
2020-05-11,8724.44,9155.83,8242.53,8577.82
2020-05-12,8578.46,8974.82,8513.19,8751.62
2020-05-13,8752.91,9406.17,8752.91,9363.05
2020-05-14,9361.78,9933.09,9266.52,9781.12
2020-05-15,9779.64,9844.79,9163.55,9414.35
2020-05-16,9416.91,9575.1,9227.65,9383.53
2020-05-17,9383.32,9883.98,9337.27,9761.77
2020-05-18,9761.56,9940.71,9502.07,9683.76
2020-05-19,9683.67,9890.48,9480.02,9684.7
2020-05-20,9684.32,9828.37,9329.82,9549.99
2020-05-21,9549.93,9567.93,8812.57,9101.77
2020-05-22,9101.83,9262.58,8940.3,9206.07
2020-05-23,9206.26,9310.17,9102.99,9228.94
2020-05-24,9229.05,9306.63,8867.25,9055.57
2020-05-25,9058.01,9070.08,8642.57,8900.96
2020-05-26,8901.53,9011.05,8706.55,8849.2
2020-05-27,8847.34,9217.09,8807.15,9066.03
2020-05-28,9066.34,9523.58,9062.74,9439.21
2020-05-29,9437.5,9616.93,9346.95,9390.35
2020-05-30,9392.19,9578.52,9340.6,9482.7
2020-05-31,9483.14,9735.11,9429.2,9463.44
2020-06-01,9463.42,9688.51,9403.63,9651.85
2020-06-02,9653.98,10357.59,9349.83,9523.86
2020-06-03,9523.87,9627.65,9416.19,9583.71
2020-06-04,9584.53,9872.94,9471.57,9777.66
2020-06-05,9777.92,9852.65,9620.66,9660.67
2020-06-06,9662.82,9728.34,9537.12,9695.04
2020-06-07,9695.2,9802.38,9412.28,9710.79
2020-06-08,9710.78,9788.91,9660.75,9712.79
2020-06-09,9711.31,9877.63,9611.18,9822.91
2020-06-10,9822.93,9987.37,9709.39,9854.13
2020-06-11,9855.21,9969.57,9095.89,9345.62
2020-06-12,9345.14,9547.68,9239.78,9439.64
2020-06-13,9440.23,9490.34,9366.23,9424.64
2020-06-14,9425.01,9479.33,9316.89,9338.84
2020-06-15,9340.39,9497.16,8910.56,9437.14
2020-06-16,9437.39,9581.72,9383.65,9507.66
2020-06-17,9506.29,9548.34,9247.23,9409.8
2020-06-18,9409.64,9479.47,9277.98,9366.75
2020-06-19,9365.07,9419.9,9239.6,9324.16
2020-06-20,9324.94,9352.55,9184.09,9339.38
2020-06-21,9339.37,9413.96,9305.03,9328.56
2020-06-22,9328.63,9773.86,9282.75,9690.25
2020-06-23,9689.26,9720.09,9581.07,9649.24
2020-06-24,9648.6,9664.38,9209,9265.66
2020-06-25,9265.2,9328.81,9005.67,9301.57
2020-06-26,9301.64,9309.94,9045.11,9174.83
2020-06-27,9175.15,9199.68,8869.99,9059.03
2020-06-28,9059.18,9189.3,8946.54,9124.24
2020-06-29,9124.89,9233.84,9027.25,9212.15
2020-06-30,9210.95,9232.66,9069.9,9163.73
2020-07-01,9163.43,9299.29,9097.79,9243.83
2020-07-02,9243.86,9267.63,8956.73,9152.23
2020-07-03,9141.33,9144.84,9059.2,9100.2
2020-07-04,9100.65,9195.86,9050.04,9125.2
2020-07-05,9125.2,9152.86,8941.13,9040.05
2020-07-06,9039.31,9350.81,9039.31,9284.22
2020-07-07,9280.13,9375.67,9209.21,9248.45
2020-07-08,9246.92,9471.56,9236.79,9434.18
2020-07-09,9435.22,9468.36,9171.47,9253.41
2020-07-10,9253.93,9255.25,9128.87,9216.37
2020-07-11,9219.61,9316.6,9189.03,9224.6
2020-07-12,9224.59,9337.38,9170.74,9268.97
2020-07-13,9269.46,9336.28,9203.01,9249.25
2020-07-14,9249.72,9279.27,9118.97,9244.36
2020-07-15,9243.73,9272.45,9162.02,9226.55
2020-07-16,9227.16,9230.14,9037.89,9126.44
2020-07-17,9126.58,9181.93,9083.27,9154.51
2020-07-18,9150.16,9204.08,9126.06,9181.37
2020-07-19,9180.47,9186.03,9114,9175.75
2020-07-20,9175.91,9232.19,9137.99,9174.18
2020-07-21,9174.11,9430.5,9161.04,9383.57
2020-07-22,9381.85,9394.34,9293.14,9381.49
2020-07-23,9383.91,9673.04,9376.78,9618.66
2020-07-24,9619.07,9647.78,9477.32,9611.2
2020-07-25,9610.84,9743.85,9531.02,9701.95
2020-07-26,9702.46,10138.4,9659.72,9888.63
2020-07-27,9889.27,11132.18,9889.27,11125.84
2020-07-28,11123.26,11395.93,10604.47,11025.21
2020-07-29,11023.71,11348.34,10857.62,11297.07
2020-07-30,11301.23,11319.1,10876.92,11097.26
2020-07-31,11097.37,11453.32,10984.01,11397.67
2020-08-01,11398.61,11873.91,11241.8,11772.18
2020-08-02,11772.95,12105.74,10727.87,11136.86
2020-08-03,11137.39,11475.67,10955.56,11222.75
2020-08-04,11183.99,11414.43,11028.59,11241.09
2020-08-05,11236.37,11790.62,11105.46,11779.11
2020-08-06,11779.73,11909.57,11560.63,11747.23
2020-08-07,11747.95,11911.96,11354.17,11602.49
2020-08-08,11603.79,11810.8,11536.43,11765.41
2020-08-09,11765.16,11802.09,11535.28,11648.47
2020-08-10,11650.41,12072.04,11644.6,11839.01
2020-08-11,11843.57,11939.88,11141.58,11302.45
2020-08-12,11299.68,11620.8,11188.04,11509.61
2020-08-13,11509.1,11733.09,11286.85,11697.92
2020-08-14,11697.43,11861.68,11660.86,11773.93
2020-08-15,11773.56,11981.62,11701.3,11914.37
2020-08-16,11914.82,11974.85,11702,11862.5
2020-08-17,11861.52,12474.48,11776.08,12334.97
2020-08-18,12335.31,12412.6,11863.74,12075.01
2020-08-19,12075.45,12086.86,11598.2,11715.81
2020-08-20,11715.01,11888.57,11680.89,11832.75
2020-08-21,11833.81,11882.15,11497.77,11527.98
2020-08-22,11534.38,11681.18,11379.9,11673.58
2020-08-23,11673.03,11712.15,11521.89,11671.43
2020-08-24,11671.41,11827.45,11597.69,11759.31
2020-08-25,11759.34,11786.73,11134.75,11312.77
2020-08-26,11311.49,11541.3,11261.21,11476.86
2020-08-27,11476.9,11590.33,11139.28,11289.13
2020-08-28,11291.76,11553.2,11270.53,11500.96
2020-08-29,11498.69,11585.9,11436.44,11513.18
2020-08-30,11513.72,11687.99,11470.24,11607.49
2020-08-31,11609.02,11775.01,11586.39,11638.05
2020-09-01,11639.59,12054.87,11544.94,12027.41
2020-09-02,12027.43,12049.18,11220.42,11387.62
2020-09-03,11387.62,11466.31,10514.61,10734.17
2020-09-04,10734.17,10760.16,10021.07,10561.84
2020-09-05,10563.61,10594.72,9884.21,10094.72
2020-09-06,10097.16,10359.63,9978.55,10329.05
2020-09-07,10329.34,10354.48,9895.68,10160.76
2020-09-08,10160.75,10443.72,9939.63,10029.85
2020-09-09,10030.92,10348.46,9868.75,10245.04
2020-09-10,10245.6,10493.28,10191.51,10351.49
2020-09-11,10351.05,10380.78,10216.81,10349.1
2020-09-12,10349.01,10486.58,10282.86,10455.56
2020-09-13,10457.59,10578.85,10224.91,10303.68
2020-09-14,10303.93,10753.06,10259.71,10717.92
2020-09-15,10719.68,10933.94,10630.69,10857.6
2020-09-16,10862.81,11094.01,10673.01,11018.82
2020-09-17,11020.09,11045.98,10760.07,10962.52
2020-09-18,10962.27,11039.97,10824.81,10942.16
2020-09-19,10943.96,11172.12,10897.69,11054.46
2020-09-20,11054.36,11088.34,10778.79,10876.56
2020-09-21,10876.09,10991.97,10346.94,10508.75
2020-09-22,10508.45,10576.61,10366.89,10550.98
2020-09-23,10552.37,10559.88,10167.34,10260
2020-09-24,10256.9,10711.94,10213.82,10651.58
2020-09-25,10651.61,10791.15,10564.66,10752.93
2020-09-26,10756.64,10818.56,10658.19,10730.61
2020-09-27,10728.56,10809.3,10613.66,10726.61
2020-09-28,10734.61,10949.59,10734.61,10890.12
2020-09-29,10889.1,10889.1,10644.14,10770.6
2020-09-30,10772.79,10860.58,10666.35,10708.3
2020-10-01,10706.91,10921.06,10456.41,10592.89
2020-10-02,10594.04,10668.25,10389.82,10477.16
2020-10-03,10476.8,10601.27,10475.38,10578.87
2020-10-04,10585.15,10699.7,10534.97,10653.73
2020-10-05,10653.27,10769.47,10628.32,10743.74
2020-10-06,10743.75,10801.48,10533.32,10575.41
2020-10-07,10575.19,10679.69,10555.41,10663.35
2020-10-08,10663.25,10955.47,10542.64,10884.82
2020-10-09,10884.31,11109.01,10841.87,11059.22
2020-10-10,11058.78,11484.57,11049.39,11378.03
2020-10-11,11373.96,11433.64,11274.08,11328.49
2020-10-12,11325.33,11721.44,11229.86,11692.18
2020-10-13,11691.32,11704.33,11316.3,11454.94
2020-10-14,11453.72,11549.17,11298.88,11383.87
2020-10-15,11384.14,11604.15,11272.07,11505.6
2020-10-16,11499.04,11545.35,11226.17,11344.58
2020-10-17,11344.58,11404.53,11272.41,11349.13
2020-10-18,11349.69,11486.34,11344.02,11463.3
2020-10-19,11462.26,11818.71,11417.25,11756.21
2020-10-20,11755.77,12045.57,11689.99,11930.17
2020-10-21,11931.17,12987.71,11899.32,12938.78
2020-10-22,12930.05,13233.79,12704.16,13156.22
2020-10-23,13154.11,13196.9,12736.37,12919.74
2020-10-24,12917.92,13166.83,12888.59,13080.56
2020-10-25,13080.69,13346.47,12910.73,13020.76
2020-10-26,13020.59,13241.03,12798.27,13056.19
2020-10-27,13055.37,13754.04,13050.79,13736.87
2020-10-28,13737.79,13855.11,12906.15,13266.97
2020-10-29,13267,13642.5,12988.06,13412.45
2020-10-30,13410.7,13673.89,13135,13571.37
2020-10-31,13569.02,14072.54,13433.06,13875.37
2020-11-01,13875.29,13891.75,13631.23,13698.19
2020-11-02,13701.09,13828.39,13224.04,13581.91
2020-11-03,13581.16,13847.22,13303.27,13832.39
2020-11-04,13833.74,14256.47,13541.56,14122.59
2020-11-05,14132.21,15561.63,14084.62,15558.93
2020-11-06,15558.93,15947.65,15223.12,15612.12
2020-11-07,15614.27,15764.99,14441.61,14831.86
2020-11-08,14830.73,15653.05,14740.5,15520.06
2020-11-09,15522.37,15809.75,14834.05,15253.8
2020-11-10,15255.27,15476.84,15099.56,15381.51
2020-11-11,15383.44,15978.82,15288.78,15810.4
2020-11-12,15802.06,16341.5,15482.05,16226.29
2020-11-13,16236.67,16481.47,15977.48,16319.21
2020-11-14,16318.59,16354.05,15727.94,16035.72
2020-11-15,16036.14,16156.54,15796.89,15942.33
2020-11-16,15937.06,16876.16,15878.89,16728.02
2020-11-17,16718.7,17852.02,16563.71,17604.11
2020-11-18,17605.71,18461.46,17277.3,17835.16
2020-11-19,17827.97,18167.56,17367.78,17886.25
2020-11-20,17881.16,18812.46,17723.79,18626.02
2020-11-21,18629.04,18965.93,18370.12,18631.79
2020-11-22,18631.52,18756.34,17644.29,18627.71
2020-11-23,18575.37,18693.52,18029.65,18421.21
2020-11-24,18422.32,19418.44,18129.23,19126.95
2020-11-25,19124.04,19487.42,18647.81,18777.45
2020-11-26,18780.77,18904.52,16274.74,17199.82
2020-11-27,17199.37,17478.26,16469.18,16991.34
2020-11-28,16988.16,17892.2,16897.58,17784.84
2020-11-29,17784.14,18345.29,17547.7,18161.34
2020-11-30,18159.02,19841.86,18153.13,19490.32
2020-12-01,19491.65,19909.56,18225.69,18952.18
2020-12-02,18940.97,19332.99,18355.55,19134.12
2020-12-03,19127.29,19604.12,18891.88,19482.7
2020-12-04,19484.85,19550.08,18620.04,18670.06
2020-12-05,18687.68,19172.97,18517.09,19021.04
2020-12-06,19021.57,19333.91,18889.2,19145.13
2020-12-07,19147.05,19413.15,18911.71,19126.24
2020-12-08,19126.86,19294.8,18471.96,18471.96
2020-12-09,18389.36,18604.84,17671.52,18560.06
2020-12-10,18557.67,18639.14,17921.01,18334.59
2020-12-11,18334.6,18382.04,17598.61,18131.57
2020-12-12,18135.04,18941.54,18030.01,18886.51
2020-12-13,18885.34,19414.57,18738.38,19111.32
2020-12-14,19109.56,19332.61,19010.03,19285.96
2020-12-15,19288.4,19552.23,19064.88,19472.69
2020-12-16,19474,21436.94,19299.98,21397.23
2020-12-17,21389.46,23694.54,21235.76,22963.81
2020-12-18,22976.26,23270.31,22359.84,23029.28
2020-12-19,23030.28,24112.65,22796.34,23919.63
2020-12-20,23922.57,24240.62,23108.71,23484.48
2020-12-21,23485.42,24076.71,22040.08,23184.78
2020-12-22,23174.44,23759.17,22386.91,23723.85
2020-12-23,23723.77,24067.12,22666.35,23270.64
2020-12-24,23277.11,23724.85,22722.32,23676.98
2020-12-25,23701.85,24659.39,23420.47,24565.54
2020-12-26,24568,26769.38,24503.49,26376.78
2020-12-27,26379.7,28329.16,25833.08,26473.92
2020-12-28,26481.85,27429.05,26088.88,26826.48
2020-12-29,26857.74,27176.36,25882.73,27011.57
2020-12-30,27020.72,28985.33,26937.77,28731.52
2020-12-31,28725.66,29301.37,27975.69,29110.37
2021-01-01,29129.06,29665.79,28754.58,29340.43
2021-01-02,29340.18,33246.64,29040.15,32198.69
2021-01-03,32172.1,34770.72,31721.39,33148.12
2021-01-04,33146.98,33621.39,28496.8,31387.02
2021-01-05,31361.18,34486.79,29997.68,34310.41
2021-01-06,34304.01,36477.93,33417,36058.42
2021-01-07,36073.46,40335.15,36052.83,39675.41
2021-01-08,39700.86,41945.44,36696.09,40717.17
2021-01-09,40729.42,41394.99,38798.72,40413.68
2021-01-10,40417.03,41422.33,35315.34,38455.04
2021-01-11,38450.15,38660.65,30314.05,34470.16
2021-01-12,34446.85,36607.99,32526.74,33648.77
2021-01-13,33715.59,37804.59,32426.19,37164.99
2021-01-14,37165.93,40082.91,36776.45,38872.58
2021-01-15,38947.33,39677.43,34459.37,36632.16
2021-01-16,36605.81,37942.11,35425.89,36139.13
2021-01-17,36146.05,36856.58,33858.58,36214.23
2021-01-18,36189.66,37424.07,34809.4,36464.9
2021-01-19,36478.45,37862.58,36093.35,36686.14
2021-01-20,36684.24,36730.9,33527.07,35008.44
2021-01-21,34998.85,35669.53,30080.48,30856.84
2021-01-22,30867.09,33850.02,28823.75,32875.82
2021-01-23,32873.46,33483.6,31442.25,32085.94
2021-01-24,32083.66,33074.48,30992.47,32180.86
2021-01-25,32166.01,34877.33,31938.09,32487.45
2021-01-26,32460.37,32825.68,30856.71,32736.06
2021-01-27,32763.19,32937.04,29272.28,30600.35
2021-01-28,30601.89,33548.33,29909.63,33536.97
2021-01-29,33535.89,38629.1,31998.4,34488.23
2021-01-30,34495.98,34903.21,32875.78,34601.79
2021-01-31,34593.86,34593.86,32219.05,33006.07
2021-02-01,33008.65,34704.38,32342.7,33561.36
2021-02-02,33561.96,36004.08,33464.08,35629.27
2021-02-03,35610.12,37525.69,35426.09,37315.17
2021-02-04,37310.08,38740.3,36249.68,37293.47
2021-02-05,37300.85,38339.88,36638.26,37839.97
2021-02-06,37831.63,40982.01,37809.25,40060.73
2021-02-07,40046.09,40046.09,37411.6,38828.27
2021-02-08,38829.27,44994.26,38077.43,44667.93
2021-02-09,44693.05,48192.9,44679.42,46880.5
2021-02-10,46893.22,47337.39,43769.39,45229.53
2021-02-11,45232.8,48620.26,44061.5,47709.69
2021-02-12,47713.78,48919.57,46264.25,47951.53
2021-02-13,47943.37,48145.41,46295.18,47141.16
2021-02-14,47125.07,49638.86,47090.79,49113.17
2021-02-15,49092.84,49105.82,45938.68,48259.33
2021-02-16,48321.61,50522.6,47071.46,49134.75
2021-02-17,49131.73,52622.27,48968.95,52142.73
2021-02-18,52133.95,52542.49,50908.14,51876.35
2021-02-19,51870.58,56247.06,50782.89,55466.76
2021-02-20,55459.53,57522.13,54196.1,55509.93
2021-02-21,55491.95,58346.64,55425.29,57354.87
2021-02-22,57365.31,57587.59,48389.98,54157.86
2021-02-23,54119.26,54328.9,45016.9,48697.14
2021-02-24,48651.85,51359.84,47041.8,48885.21
2021-02-25,48871.21,52084.15,47450.01,48125.8
2021-02-26,48206.34,48435.06,44200.71,45526.6
2021-02-27,45514.16,48313.94,45439.93,45874.17
2021-02-28,45850.59,46640.88,43143.76,45272.13
2021-03-01,45273.2,49495.28,44976.3,49169.25
2021-03-02,49173.23,50220.96,47097.84,47845.16
2021-03-03,47849.33,52601.54,47790.59,50601.83
2021-03-04,50607.68,51782.52,47516.91,48251
2021-03-05,48246.38,49463.36,46351.48,49094.77
2021-03-06,49087.75,49179.76,47113.25,48959.95
2021-03-07,48964.86,51339.58,48854.33,50515.62
2021-03-08,50515.37,51978.39,49343.72,51602.47
2021-03-09,51618.45,54882.89,51618.45,54807.49
2021-03-10,54842.37,57378.11,53077.9,56941.26
2021-03-11,56932.71,58024.18,54338.53,57954.85
2021-03-12,57955.32,58141.38,55097.89,57253.43
2021-03-13,57241.81,61747.57,56129.51,61086.16
2021-03-14,61071.12,61658.02,59335.67,60209.01
2021-03-15,60215.76,60727.94,54944.56,56148.67
2021-03-16,56160.99,56818.55,53302.87,56308.07
2021-03-17,56285.37,58956.28,54185.92,58356.59
2021-03-18,58387.26,60070.33,57035.47,57695.57
2021-03-19,57656.94,59441.36,56302.82,58531.77
